FMID|MarketName|Website|Street|City|County|State|Zip|Schedule|x|y|Location|Credit|WIC|WICcash|SFMNP|SNAP|Bakedgoods|Cheese|Crafts|Flowers|Eggs|Seafood|Herbs|Vegetables|Honey|Jams|Maple|Meat|Nursery|Nuts|Plants|Poultry|Prepared|Soap|Trees|Wine|updateTime
22000731|Center City Green Market|http://www.centercitygreenmarket.com|101 S Tryon St|Charlotte|Mecklenburg|North Carolina|28202||-80.846|35.2263||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|May 21 2010 11:25AM
22004136|Center Market|http://www.anchoragemarkets.com|University Center (Old Seward Highway & 36 Avenue|Anchorage||Alaska|||-149.868|61.1881||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22000153|Center Point Farmer's Market||2209 Center Point Parkway|Center Point|Jefferson|Alabama|35215||-86.6837|33.6425||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Apr 21 2010 3:11PM
22004740|CENTER POINT PARKWAY MARKET||335 Polly Reed Road|CENTER POINT|JEFFERSON|Alabama|35215||-86.6746|33.63||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22004465|Centerponite Mall’s Farmers Market||3665 28th Street|Grand Rapids|Kent County|Michigan|||-85.5809|42.9154||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
1002672|Centerville Farmers Market|http://www.centervillefarmersmarket.com|892 South Main Street|Centerville|Montgomery|Ohio|45458|June - October Thursday 2:30 PM to 6:30 PM, (Open May 17 - October 25)|-84.159858|39.6153484|Private business parking lot|N|N|N|N|N|Y|Y|N|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|N|5/9/2012 11:24:30 AM
22002064|Centerville Farmers Market||Behind Schraeder Real Estate|Centerville|Wayne|Indiana|47330||-84.9963|39.8195||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22003333|Centerville Farmers Market||Fish Camp Restaurant location|Centerville|Hickman|Tennessee|37033||-87.4449|35.7906||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
21004373|Central Ave Farmers Market|http://farmernet.com|4301 Central Ave at 43rd st|Los angeles California|Los Angeles|California|90011|January - December Thursday 10:00 am to 4:00 pm|-118.256|34.0058|Local government building grounds|N|Y|Y|Y|Y|N|N|N|N|N|N|Y|Y|Y|N|N|N|N|Y|N|N|Y|N|N|N|1/14/2012 6:37:35 PM
1004306|Central City Mainstreet Farmers Market||Courtyard Park, South 5th St|Central City|Linn|Iowa|52214|May - September Thursday 4:00 PM to 6:00 PM, (Starting May 24th. Ending September 27th.)|-91.52281|42.20134|Local government building grounds|N|Y|Y|Y|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|N|Y|Y|N|Y|N|Y|Y|N|N|5/29/2012 8:54:09 PM
22003872|Central City Market|http://www.centralcitymarket.com|555 West 14th Street|Huntington|Cabell|West Virginia|25704||-82.4793|38.4111||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22000207|Central Kenai Peninsula Farmers Market|http://alaskaartguild.com|Intersection of E. Corral Avenue & Soldotna|Soldotna|Kenai Peninsula|Alaska|99669||-151.068|60.4928||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Apr 25 2010 1:13AM
21000917|Central Market York|http://www.centralmarketyork.com|34 W. Philadelphia St.|York|York|Pennsylvania|17401|January - December Tuesday 6:00 am to 2:00 pm, Thursday 6:00 am to 2:00 pm, Saturday 6:00 am to 2:00 pm|-76.7297|39.963|Private business parking lot|N|Y|Y|Y|Y|Y|Y|N|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|N|Y|Y|N|N|4/5/2011 6:42:11 AM
22001398|Central NY Regional Market||2100 Park St,|Syracuse|Onondaga|New York|13208||-76.1684|43.0727||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22004741|Central Park FM||19Th St. and Q St.|Bakersfield|Kern|California|||-119.011|35.3761||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22003135|Central Texas Farmers Farmers Market||FM 1518 at Poplar Street|Schertz|Guadalupe Guadalupe Guadalupe|Texas|78154||-98.2794|29.5526||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22002030|Central Texas Farmers Market||2310 Bliss Spillar, Marbridge Ranch Nursery|Manchaca|Travis|Texas|78652||-97.8554|30.1364||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
21002981|Central Texas Farmers Market Assoc.||200 S Main St.|Cibilo|Guadalupe|Texas|78108|January - December|-98.225|29.559|Local government building grounds|N|Y|N|Y|N|N|N|N|N|N|N|Y|Y|Y|Y|N|Y|N|N|N|N|N|Y|N|N|4/20/2011 6:30:21 PM
21002981|Central Texas Farmers Market Assoc.||3233 N St Marys|San Antonio|Bexar|Texas|78212|January - December|-98.483|29.4547|Private business parking lot|N|Y|N|Y|N|N|N|N|N|N|N|Y|Y|Y|Y|N|N|N|N|N|N|N|Y|N|N|4/20/2011 6:30:21 PM
21002981|Central Texas Farmers Market Assoc.||9606 Bandera Rd|San Antonio|Bexar|Texas|78250|January - December Monday 10:00 am to 1:00 pm|-98.6457|29.533|Local government building grounds|N|Y|N|Y|N|N|N|N|N|N|N|Y|Y|Y|Y|N|Y|N|N|N|N|N|Y|N|N|4/20/2011 6:30:21 PM
1000823|Central Valley Farmers Market||2877 Atwater Boulevard|Atwater|Merced|California|95301|January - December Thursday 7:00 AM to 3:00 PM, Sunday 7:00 AM to 3:00 PM|-120.6299|37.35376|Other|N|N|N|N|Y|N|N|N|N|N|Y|Y|Y|N|N|N|N|N|Y|Y|N|Y|Y|Y|N|4/26/2012 1:37:13 PM
1000823|Central Valley Farmers Market||900 "G" Street|Merced|Merced|California||January - December Saturday 7:00 AM to 3:00 PM|-120.480453|37.2906169|Federal/State government building grounds|N|N|N|N|Y|N|N|N|N|Y|Y|Y|Y|Y|N|N|N|Y|Y|Y|Y|Y|Y|Y|N|4/26/2012 1:37:13 PM
22003455|Centralia Farmers Market||E 2nd St. at S. Locust St.|Centralia|Marion|Illinois|62801||-89.1346|38.5264||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1000882|Centreville Farmer's Market|http://www.townofcentreville.org|101 Lawyers Row|Centreville|Queen Anne's|Maryland|21617|April - October Wednesday 9:00 AM to 1:00 PM, Saturday 9:00 AM to 1:00 PM, (Centreville Farmer's Market will open Wednesday, April 25, 2012.)|-76.06513|39.044786|Closed-off public street|N|N|N|N|N|Y|N|Y|Y|N|N|Y|Y|N|Y|N|N|Y|N|Y|N|N|N|N|N|4/26/2012 2:00:19 PM
22004742|Centura College||616 Denbeigh Blvd.|Newport News||Virginia|23608||-76.5206|37.1381||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22002365|Century City Farmers Market|http://www.ccfm.com|Constellation Blvd & Avenue of Stars|Tarzana|Los Angeles|California|91356||-118.416|34.0587||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22000582|Ceres Farmer's Market|http://www.cerespartnership.org|2921 Third Street|Ceres|Stanislaus|California|95307||-120.955|37.5913||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|May 12 2010 2:22AM
21003823|Cerritos Farmers Market|http://goodveg.org|17870 Park Plaza Drive|Cerritos|Los Angeles|California|90703|January - December Saturday 8:00 am to 12:00 pm|-118.062|33.8695|Private business parking lot|N|N|N|Y|Y|Y|N|N|Y|N|Y|N|Y|Y|Y|N|Y|N|Y|Y|N|Y|N|N|N|4/28/2011 12:26:19 AM
22000400|Certified Arkansas Farmers Market Argenta|http://www.arkansasfood.net|520 Main St.|North Little Rock|Pulaski|Arkansas|72114||-92.2674|34.7589||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Apr 21 2010 1:56PM
22000401|Certified Arkansas Farmers Market Searcy|http://www.arkansasfood.net|124 E. Woodruff|Searcy|White|Arkansas|72143||-91.7376|35.2464||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Apr 21 2010 2:09PM
22000912|Certified Farmers Market Old Town La Quinta|http://www.certifiedfarmersmarket.org|78100 Main St|La Quinta|Riverside|California|92253||-116.302|33.6773||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Jun 4 2010 2:57PM
22000910|Certified Farmers Market Palm Desert|http://www.certifiedfarmersmarket.org|72-567 Highway 111|Palm Desertc|Riverside|California|92262||-116.4|33.7232||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Jun 4 2010 2:51PM
22000909|Certified Farmers Market Palm Springs|http://www.certifiedfarmersmarket.org|2300 E Baristo Rd|Palm Springs|Riverside|California|92262||-116.521|33.8202||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Jun 4 2010 2:45PM
1000852|Certified SC Winter Farmers Market|http://agriculture.sc.gov|3483 Charleston Highway|West Columbia|Lexington|South Carolina|29172|January - March Saturday 9:00 AM to 5:00 PM, (Other business are open 7 days a week in the Corbett Building) April - October November - December Saturday 9:00 AM to 5:00 PM, (Other business are open 7 days a week in the Corbett Building)|-81.0652553|33.9043794|Federal/State government building grounds|Y|N|N|N|N|Y|Y|Y|N|Y|N|Y|Y|Y|Y|Y|Y|N|Y|N|N|Y|Y|N|N|4/26/2012 1:49:24 PM
1003124|CFM at the Promenade Mall|http://myfarmersmarkets.com|40820 Winchester Road|Temecula|Riverside|California|92591|January - December Wednesday 9:00 AM to 1:00 PM|-117.1562|33.52372|Private business parking lot|N|Y|Y|Y|N|Y|Y|Y|Y|Y|N|Y|Y|Y|N|N|N|Y|Y|Y|N|Y|Y|Y|N|5/14/2012 5:18:16 PM
21001126|Chadler Hill Farmers Market|http://www.chandlerhillvineyards.com|596 Defiance Rd, Chandler Hill Vineyards|Defiance|St. Charles|Missouri|63341|June - October Sunday 11:00 am to 3:00 pm|-90.8044|38.6342|Private business parking lot|N|N|N|N|N|Y|N|Y|Y|N|N|Y|Y|Y|Y|N|N|N|N|Y|N|Y|Y|N|N|4/5/2011 7:04:08 PM
22001992|Chadron Farmers Market|http://www.chadron.com|Courthouse lawn, 400 Main St.|Chadron|Dawes|Nebraska|69337||-103.001|42.8278||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
21003251|Challis Community Farmers Market||City Park|Challis|Custer|Idaho|83226|January - December Saturday 9:00 am to 0:10 pm, (9:00 to 1:00)|-114.282|44.2412|Local government building grounds|N|N|N|Y|N|Y|N|Y|Y|N|N|Y|Y|N|Y|N|N|N|Y|Y|N|N|Y|N|N|2/19/2012 4:41:29 PM
21004725|Chamberlain's Farmers Market||701 North Main|Chamberlain|Brule|South Dakota|57325|January - December Saturday 8:00 am to 12:00 pm|-99.3279|43.8176|Local government building grounds|N|N|N|N|N|Y|N|N|N|N|N|Y|Y|Y|N|N|Y|N|N|N|N|N|N|N|N|5/4/2011 6:59:54 PM
21006457|Chamblee Farmers Market|http://www.chambleefarmersmarket.com|5435 Peachtree Road|Chamblee|DeKalb|Georgia|30341|January - December Tuesday 3:00 PM to 7:00 PM|-84.2997|33.8932|Private business parking lot|N|N|N|N|N|Y|Y|N|N|N|N|Y|N|Y|Y|N|Y|N|N|Y|N|Y|N|N|N|6/16/2011 5:10:23 PM
21005233|CHAMP Farmer Marketplace||Boronda and Sanborn Roads|Salinas|Monterey|California|93906|January - December Friday 4:00 pm to 8:00 pm|-121.596|36.695|Private business parking lot|N|Y|N|Y|N|Y|N|Y|Y|N|N|Y|Y|N|N|N|N|N|Y|Y|N|Y|Y|N|N|1/13/2012 11:50:54 AM
21005233|CHAMP Farmer Marketplace||Fremont and Echo Blvd|Seaside|Monterey|California|93939|January - December Monday 4:00 pm to 8:00 pm|-121.843|36.614|Private business parking lot|N|Y|N|Y|N|Y|N|Y|Y|N|Y|Y|Y|Y|Y|N|N|N|Y|Y|N|Y|Y|N|N|1/13/2012 11:50:54 AM
1000785|Champaign County Farmers' Market||200 N. Market and Corner of S, Locus|Urbana|Champaign|Ohio|45317|October Saturday 9:00 AM to 1:00 PM, Sunday n/a to n/a, (We have also join with local YMCA to do a virual market every Thursday evening)|-83.750968|40.106782|Closed-off public street|Y|N|Y|N|Y|Y|N|Y|N|N|N|Y|Y|Y|N|Y|Y|Y|N|Y|N|Y|Y|N|N|4/26/2012 1:29:19 PM
22002506|Champion Garden Center||3717 N. Ridge Road|Perry|Perry|Ohio|44081||-81.1524|41.7784||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1001193|Champlain Islands Farmers Market|http://www.champlainislandsfarmersmarket.weebly.com|Rt. 2|Grand Isle|Grand Isle|Vermont|5458|June - September Saturday 10:00 AM to 2:00 PM|-73.295975|44.716978|Faith-based institution (e.g., church, mosque, synagogue, temple)|N|N|Y|N|Y|Y|N|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|Y|4/27/2012 8:20:09 AM
1001193|Champlain Islands Farmers Market|http://www.champlainislandsfarmersmarket.weebly.com|St. Rose Church; St. Joseph's Church (S. Hero)|South Hero|Grand Isle|Vermont|5486|June - September Wednesday 4:00 PM to 7:00 PM|-73.3224|44.66183||N|N|Y|N|Y|Y|N|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|Y|4/27/2012 8:20:09 AM
1000512|Chandler Farmers Market|http://www.downtownchandler.org|3 S. Arizona Ave|Chandler|Maricopa|Arizona|85225|January - May Thursday 3:00 PM to 7:00 PM September - December Thursday 3:00 PM to 7:00 PM|-111.8415348|33.3034163|Other|Y|Y|Y|N|N|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|N|N|Y|Y|N|N|Y|Y|N|N|4/25/2012 12:34:46 PM
1004813|Chandler Hill Farmers Market (Defiance)|http://www.chandlerhillvineyards.com|596 Defiance Rd|Defiance|St. Charles|Missouri|63341|May - October Sunday 12:00 PM to 4:00 PM|-90.8017892|38.6341275||N|N|N|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|N|N|Y|N|Y|N|N|Y|N|N|6/5/2012 4:20:52 PM
1000566|Channahon Farmers Market|http://www.merrillsmarkets.com|24856 west eames st.|channahon|Will|Illinois|60410|June - August Tuesday 8:30 AM to 12:30 PM|-88.217|41.43868|Other|Y|N|N|N|N|Y|N|N|N|Y|N|Y|Y|N|Y|N|Y|N|N|N|N|Y|N|N|N|4/25/2012 1:16:21 PM
1001166|Chanute Farmers Market||Santa Fe Park-South Santa Fe Street|Chanute|Neosho|Kansas|66720|April - October Wednesday 3:30 PM to 6:00 PM, Saturday 8:00 AM to 11:00 AM|-95.45313|37.65559||N|N|N|Y|N|Y|N|Y|N|N|N|N|Y|Y|N|N|Y|Y|N|Y|N|N|Y|Y|N|4/26/2012 11:13:08 PM
1004141|CHAPARRAL FARMERS & CRAFTS MARKET||Corner of 704 State Line ane 101 County Line|Chaparral|Otero|New Mexico|88081|July - November Saturday 7:30 AM to 11:30 AM, (If we still have produse we might stay open until 12:00 )|-106.376345|32.002381|Private business parking lot|N|Y|Y|Y|Y|N|N|Y|N|Y|N|Y|Y|Y|N|N|Y|N|Y|N|N|N|Y|N|N|5/25/2012 1:19:15 PM
1002794|Chaparral Farmers' Market||101 County Line|Chaparral|Dona Ana|New Mexico||July - November Saturday 7:30 AM to 11:30 AM|-106.3772441|32.0015766|On a farm from: a barn, a greenhouse, a tent, a stand, etc|N|Y|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|5/9/2012 7:27:02 PM
1004568|Chapel Hill Farmers' Market|http://www.thechapelhillfarmersmarket.com|201 S. Estes Dr|Chapel Hill|Orange|North Carolina|27514|January - March Saturday 9:00 AM to 12:00 PM, (Winter Hours are subject to change) April - November Tuesday 3:00 PM to 6:00 PM, Saturday 8:00 AM to 12:00 PM, (Last Tuesday Market is Tuesday before Thanksgiving. Market is CLOSED on Saturday after Thanksgiving.) December Saturday 9:00 AM to 12:00 PM, (Winter Hours are subject to change)|-79.02528|35.92774|Private business parking lot|Y|N|N|N|N|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|Y|Y|N|Y|Y|Y|Y|Y|N|6/1/2012 2:42:44 PM
22001558|Chapel Hill Mall Farmers' Market||1710 Briargate Blvd.|Colorado Springs|El Paso|Colorado|||-104.796|38.9454||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1002011|Chapman Food & Fitness Festival|http://cchaos.org|16Th St. & C St.|Chico|Butte|California|95928|January - December Friday 2:00 PM to 5:30 PM|-121.819861|39.725343|Local government building grounds|N|Y|Y|Y|Y|N|N|Y|Y|Y|N|Y|Y|Y|N|N|N|Y|Y|Y|N|N|Y|Y|N|8/8/2012 12:54:56 PM
1004792|Chappaqua Farmers Market|http://www.chappaquafarmersmarket.org|191 S. Greeley Ave.|Chappaqua|Westchester|New York|10514|January - December Saturday 8:30 AM to 1:00 PM, (In the winter (Dec. through May) the market opens at 9 a.m.)|-73.7733865|41.1557973|Faith-based institution (e.g., church, mosque, synagogue, temple)|Y|N|N|N|N|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|N|6/5/2012 2:31:32 PM
1001612|Chariton Farmers Market|http://www.charitonchamber.com|104 N. Grand|Chariton|Lucas|Iowa|50049|May - September Thursday 4:00 PM to 6:00 PM, (Vendors will present a coupon to buyers to shop at our local merchants following the Farmer's Market until 7:30PM.)|-93.307271|41.014814|Federal/State government building grounds|N|Y|N|N|N|Y|N|Y|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|4/30/2012 1:45:40 PM
22004580|Charlemont||10 School St./Route 2|charlemont|Franklin|Massachusetts|||-72.874|42.6273||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22002340|Charleroi Farmers Market|http://www.teamcharleroi.org|423 McKean Avenue|Charleroi|Washington|Pennsylvania|15022||-79.9065|40.1504||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22003553|Charles City Area Farmers Market||K-Mart Parking lot 1405 S. Grand Avenue|Charles City|Floyd|Iowa|50616||-92.6726|43.0537||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
21001618|Charles City Downtown Farmers Market||Central Park|Chales City|Floyd|Iowa|50616|January - December Wednesday 3:30 pm to 6:00 pm, Saturday 9:00 am to 12:00 pm|-92.6783|43.0688|Local government building grounds|N|Y|N|Y|Y|Y|N|Y|Y|N|N|Y|Y|Y|Y|N|N|N|N|Y|N|N|N|N|N|4/13/2011 2:33:56 PM
1001040|Charles R. Hegwood Farmers Market|http://biloxi.ms.us/pr|Underneath the I-110 overpass and Howard Avenue|Biloxi|Harrison|Mississippi|39530|January - December Tuesday 6:00 AM to 4:00 PM, Thursday 6:00 AM to 4:00 PM, (We will conduct five small festivals during the year at this location to generate traffic for our vendors. The dates for this year are May 24, June 28, July 12, Sept. 27 & Oct. 25, 2012)|-88.89497|30.39759|Other|N|N|N|Y|Y|Y|Y|N|Y|Y|N|Y|Y|Y|Y|Y|N|Y|Y|N|N|N|N|Y|N|4/26/2012 3:44:56 PM
22000511|Charles Square||1 Bennett Street,|Cambridge|Middlesex|Massachusetts|2138|May June - July August September October November|-71.1227|42.3723||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2/19/2012 4:34:39 PM
22004191|Charles Street Farmers' Market|http://www.charlesstreetfridaymarket.com|Lanvale Ave at the 1700 Block of Charles Street|Baltimore|Baltimore City|Maryland|21201|May June July August September October November|-76.6164|39.3088||N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|7/24/2011 10:19:26 AM
1000981|Charles Town Farmers Market|http://www.charlestownfarmersmarket.org|100 S Samuel St|Charles Town|Jefferson|West Virginia|25414|April - October Saturday 8:00 AM to 12:00 PM|-77.858605|39.28904|Closed-off public street|Y|N|N|Y|N|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|N|4/26/2012 2:58:44 PM
1002654|Charleston Farmers Market|http://charlestonfarmersmarket.com|Calhoun St, King St, and Meeting St.|Charleston|Charleston|South Carolina|29403|April - December Saturday 8:00 AM to 2:00 PM, (During Piccolo Soleto May 26- June 10, the Market will open on Saturday 8-3 and Sunday 10-4. The month of December the Market will be open on Saturday 9-4 and Sunday 10-4. )|-79.935665|32.786625|Local government building grounds|Y|Y|N|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|N|5/9/2012 10:24:50 AM
21001886|Charleston Farmers Market||500 7th St.|Charleston|Coles|Illinois|61920|January - December Wednesday 6:00 am to 10:30 am|-88.1752|39.4947|Local government building grounds|N|N|N|N|N|Y|Y|N|Y|N|N|Y|Y|Y|Y|N|Y|N|N|Y|N|Y|Y|N|N|1/18/2012 3:57:51 PM
1001594|Charlestown Farmers Market|http://www.jeffmainstreet.org/events/farmers-market|Main Street on the Square|Charlestown|Clark|Indiana|47111|June - October Thursday 3:00 PM to 6:00 PM|-85.6616|38.4436|Local government building grounds|N|Y|N|Y|N|Y|N|Y|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|4/30/2012 1:33:45 PM
1002196|Charlestown Farmers Market|http://www.charlestownfarmersmarket.com|1001 Ryan Street|Lake Charles|Calcasieu|Louisiana|70601|January - December Saturday 8:00 AM to 12:00 PM|-93.21766|30.22645|Closed-off public street|Y|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|N|N|Y|N|Y|Y|Y|Y|Y|N|5/3/2012 12:23:41 PM
1002196|Charlestown Farmers Market|http://www.charlestownfarmersmarket.com|4720 Nelson Road|Lake Charles|Calcasieu|Louisiana|70605|January - December Thursday 2:00 PM to 6:00 PM|-93.25038|30.172242|Private business parking lot|Y|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|N|N|Y|N|Y|Y|Y|Y|Y|N|5/3/2012 12:23:41 PM
22004029|Charlestown Farmers Market||1 Austin Street, Thompson Square at Austin & Main Streets|Boston||Massachusetts|2129||-71.0648|42.3752||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1004320|Charlestown Land Trust Farmers’ Market|http://www.charlestownlandtrust.org/farmers_market.html|4150 Old Post Rd|Charlestown|Washington|Rhode Island|2813|June - August Friday 9:00 AM to 12:00 PM, (Join us for Opening Day - June 22nd)|-71.630089|41.384884|Faith-based institution (e.g., church, mosque, synagogue, temple)|Y|N|N|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|N|5/30/2012 8:00:16 AM
22000971|Charlevoix Farmers Market|http://www.charlevoix.org||Charlevoix|Charlevoix|Michigan|49720||-82.9641|42.378||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|1/19/2012 2:22:47 PM
1002680|Charlie ~ Thornberry Farmers Market Association|http://www.wichitafallsfarmersmarket.com|713 Ohio|Wichita Falls|Wichita|Texas|76301|May - September Tuesday 7:30 AM to 1:00 PM, Thursday 7:30 AM to 1:00 PM, Saturday 7:30 AM to 1:00 PM|-98.48987|33.91366|Local government building grounds|Y|N|N|Y|Y|N|N|N|N|N|N|Y|Y|Y|Y|N|N|Y|N|N|N|N|N|N|N|5/9/2012 11:46:45 AM
1002795|Charlotte DDA Farmers Market||100 block of West Harris St|Charlotte|Eaton|Michigan|48813|June - October Saturday 8:00 AM to 12:00 PM|-84.836318|42.565077|Local government building grounds|N|N|N|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|N|Y|N|Y|Y|Y|N|N|Y|N|N|5/9/2012 7:29:24 PM
22001996|Charlotte Regional Farmers Market|http://www.ncdamarkets.org|1801 Yorkmont Road|Charlotte|Mecklenburg|North Carolina|28266-9184||-80.9135|35.1897||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1001939|Charlottesville City Market|http://www.charlottesville.org/parkandrec|207 1st st south|Charlottesville/va|Charlottesville|Virginia|22902|April - October Saturday 7:00 AM to 12:00 PM November - December Saturday 8:00 AM to 1:00 PM|-78.485519|38.0375231|Local government building grounds|N|N|N|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|5/1/2012 9:42:00 AM
22004581|Charlton/Community Arts Center||4 Dresser Hill Rd.|Charlton|Worcester|Massachusetts|1507||-71.9692|42.1288||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22000835|Chateaugay Lakes Farmers' Market|http://www.adirondackfarmersmarket.com|Rt. 374 Hollywood Inn lawn|Merrill|Clinton|New York|||-73.9822|44.7807||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|May 30 2010 5:50PM
22002958|Chatham (Chicago) Farmers Market||E 87th Pl at S Langley Ave|Chicago||Illinois|60619||-87.6014|41.7358||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1001966|Chatham Borough Farmers' Market|http://www.ChathamBoroughFarmersMarket.org|Fairmount Avenue and Railroad Plaza South|Chatham|Morris|New Jersey|7928|June - November Saturday 8:00 AM to 1:00 PM|-74.38443|40.73968|Local government building grounds|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|5/1/2012 10:43:05 AM
1001256|Chatham Farmer's Market||1652 Main Street Rte 28|Chatham|Barnstable|Massachusetts|2659|May - October Tuesday 3:00 AM to 6:30 AM|-70.0205404|41.6785086|Private business parking lot|Y|Y|N|N|N|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|N|Y|N|Y|N|Y|8/14/2012 3:03:55 PM
22003947|Chatham Farmers Market||15 Church Street (Rte 203)|Chatham|Columbia|New York|||-73.6016|42.3568||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22005417|Chatham Mills Farmers' Market|http://www.chathammillsfarmersmarket.com|480 Hillsboro St|Pittsboro|Chatham|North Carolina|27312|April - November Saturday 8:00 AM to 1:00 PM|-79.175892|35.72704|Private business parking lot|Y|N|N|N|N|Y|Y|Y|Y|Y|N|Y|Y|N|Y|N|Y|Y|N|Y|Y|N|Y|N|N|8/9/2012 5:43:45 PM
